Current State,Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
New Hampshire,2015,-41,-338,224,0,750,358,1542,126,244,-2136,-422,-26,-119,393,936,-160,-189,339,343,513,-133,10967,239,-24,241,111,-283,84,64,0,64,133,1696,-525,-240,-945,-119,-941,-426,241,-566,0,-454,0,-340,737,174,-681,28,122,0
New Jersey,2015,57,839,-1261,121,-7443,-2459,-907,-3203,-959,-20106,-3773,73,-27,-821,-427,-621,-484,-68,218,-949,-4068,-2300,257,296,-1331,-684,-133,169,194,-64,0,188,16204,-8286,48,-1815,-682,259,-18207,-708,-2146,36,-680,-6363,-1042,-1403,-6323,-2062,236,-902,206
New Mexico,2015,-417,-488,-4589,-603,1482,-998,-564,-846,-40,-1612,-2,523,220,510,-374,-222,-1122,-134,-306,663,195,157,291,-394,1221,-342,257,-1542,-700,-133,-188,0,663,-1418,-223,879,-759,-510,-185,87,921,-28,320,-3955,-193,45,1377,557,-32,-67,-44
New York,2015,-1211,-8,429,659,-11386,-2647,-12136,-3528,486,-43097,-8391,-1709,-1003,-424,-749,294,-604,-2268,-2627,-809,-3683,-6288,47,-1653,812,-735,153,-690,-2201,-1696,-16204,-663,0,-15051,-795,-7920,-450,-404,-7472,-2007,-4389,267,-4410,-14205,-402,84,-9934,-1041,798,-512,129
North Carolina,2015,-241,-1500,640,-1299,4522,145,5315,172,1900,3768,1581,424,503,3642,2101,2328,278,1080,340,1138,5821,3273,3303,13,-367,-1319,-782,813,-19,525,8286,1418,15051,0,800,628,-1016,-1373,5751,-302,-4048,1364,-4263,-624,-370,365,13092,-1222,1541,-308,538
North Dakota,2015,-1162,125,-142,112,1566,-404,166,-423,0,-996,367,39,-628,312,-737,2213,77,-19,39,0,123,7,843,6076,238,795,-587,-150,-47,240,-48,223,795,-800,0,599,-189,-277,-321,18,148,-369,-307,2992,-86,0,-93,392,199,99,-267
Ohio,2015,525,922,-890,627,-1691,-126,290,129,466,-14492,-1869,-78,-563,1452,-1103,-595,97,-930,-219,165,114,2226,-726,-753,-219,-1414,-9,304,754,945,1815,-879,7920,-628,-599,0,-814,-181,2479,33,-3890,51,-1640,-524,-1021,-267,2694,-53,2257,272,-125
Oklahoma,2015,232,-502,-1411,-624,-597,1290,-199,612,215,1069,1214,-362,-250,944,-339,-733,5432,-126,322,262,653,552,2545,354,-478,-1184,114,-162,437,119,682,759,450,1016,189,814,0,-525,-6,270,240,-154,-1287,3087,-194,203,-533,-2279,464,-508,20
Oregon,2015,61,228,-814,597,19609,-1825,277,412,632,1227,-240,1232,-918,-185,726,948,-91,-1143,1489,-237,579,1328,752,1171,49,-376,3016,71,280,941,-259,510,404,1373,277,181,525,0,850,-205,818,18,668,855,-189,361,2194,-7515,-242,527,975
Pennsylvania,2015,-1027,105,-989,407,-3346,-1755,3619,-6350,-512,-14150,-2893,-457,662,-756,-600,352,-414,-1280,-1632,-24,2496,-2253,-2463,1137,1200,-929,116,-610,-1045,426,18207,185,7472,-5751,321,-2479,6,-850,0,-144,-6226,139,-493,-5494,-637,458,-2130,-1801,1248,71,659
Rhode Island,2015,-4,93,349,0,-300,242,826,0,-228,1840,-14,-411,244,-173,-113,-95,169,118,-101,-468,-299,5245,-210,-86,37,155,-51,0,-267,-241,708,-87,2007,302,-18,-33,-270,205,144,0,-183,0,453,104,427,-672,-1267,520,-96,-69,-6
South Carolina,2015,-114,-623,58,1301,-386,315,2429,-445,-1544,2374,-1847,-612,89,2246,1456,161,-7,1040,246,588,3199,1887,2069,657,578,726,127,36,-715,566,2146,-921,4389,4048,-148,3890,-240,-818,6226,183,0,-1068,1394,370,920,270,-170,-1718,332,898,-27
South Dakota,2015,-89,-23,-342,340,730,468,-330,0,-9,-1137,268,0,-60,780,27,755,213,31,0,-22,111,0,-368,-1484,10,-418,83,489,227,0,-36,28,-267,-1364,369,-51,154,-18,-139,0,1068,0,-115,980,95,-54,142,-331,0,289,193
Tennessee,2015,3085,491,-740,38,1251,-592,758,235,-456,-2011,-4502,793,-65,1198,3637,-594,1299,2239,-173,723,1030,3745,1608,-106,-21,-320,-44,1372,831,454,680,-320,4410,4263,307,1640,1287,-668,493,-453,-1394,115,0,-1265,-25,962,-3255,-2309,76,-781,36
Texas,2015,698,377,3042,-3169,23833,-2681,1454,628,109,3964,4846,1311,-1964,10208,3535,1549,2375,-711,11181,-673,5228,3881,5453,142,4634,7639,-1025,26,2551,0,6363,3955,14205,624,-2992,524,-3087,-855,5494,-104,-370,-980,1265,0,-2115,251,1744,-3674,1116,-272,-1844
Utah,2015,7,1293,-2515,-215,9340,-100,200,29,9,451,-491,532,-212,767,-208,224,-1075,-107,88,-7,354,624,20,-581,1075,266,308,-537,-772,340,1042,193,402,370,86,1021,194,189,637,-427,-920,-95,25,2115,0,18,-135,-401,-345,1330,-1116
Vermont,2015,72,-36,-337,-36,202,-718,1117,-8,169,-1038,253,0,-264,-37,-168,2,18,199,138,230,387,-206,576,-2,0,0,52,-8,0,-737,1403,-45,-84,-365,0,267,-203,-361,-458,672,-270,54,-962,-251,-18,0,-406,456,-147,-14,9
Virginia,2015,-1884,700,-1620,-1499,9491,-3882,1293,-913,2941,314,-6224,-1490,-417,3895,-444,370,671,787,2261,1068,3862,188,585,-1226,126,1181,-304,-32,-1293,-174,6323,-1377,9934,-13092,93,-2694,533,-2194,2130,1267,170,-142,3255,-1744,135,406,0,-1767,273,-421,-297
Washington,2015,-291,-77,-4323,833,12478,-110,-650,-381,273,7003,3038,1210,3812,2417,401,-1084,1180,-793,-854,226,2283,772,627,1099,-673,-76,-23,-484,-1693,681,2062,-557,1041,1222,-392,53,2279,7515,1801,-520,1718,331,2309,3674,401,-456,1767,0,875,731,-296
West Virginia,2015,-205,0,0,-136,462,-741,507,112,-18,-612,-523,-130,-396,-459,718,-37,-57,-1478,-90,121,2703,-160,-361,337,-476,-131,-50,0,-280,-28,-236,32,-798,-1541,-199,-2257,-464,242,-1248,96,-332,0,-76,-1116,345,147,-273,-875,0,86,0
Wisconsin,2015,-169,27,-2722,-1023,-1511,-4348,881,88,135,-6606,-1150,226,180,11448,-927,2682,807,138,693,-143,-288,42,-239,878,-70,-82,-77,-754,-452,-122,902,67,512,308,-99,-272,508,-527,-71,69,-898,-289,781,272,-1330,14,421,-731,-86,0,175
Wyoming,2015,89,-151,-1277,-78,678,5857,271,0,29,-815,-441,80,-868,111,-38,22,-391,-321,288,582,-262,0,-109,60,-31,-415,-1016,996,478,0,-206,44,-129,-538,267,125,-20,-975,-659,6,27,-193,-36,1844,1116,-9,297,296,0,-175,0
Alabama,2016,0,153,128,-1562,3566,-151,-536,-148,-43,5278,4732,513,212,1685,312,276,382,-682,-4150,-320,662,-351,-92,7,2477,463,-2,-194,-140,-174,764,94,2645,2928,-193,-407,993,331,-970,-53,129,52,2277,774,400,0,1111,-788,-242,-92,274
Alaska,2016,-153,0,-770,-38,-613,-297,-331,-1,-77,-752,921,-111,-1277,137,-369,-520,1540,342,-86,140,-53,-71,-152,-98,92,-1007,224,-549,-28,-708,-29,-551,489,-1345,-93,-69,478,752,-246,0,-130,24,-898,-582,-1625,86,-1162,-486,-11,-478,-233
Arizona,2016,-128,770,0,369,30999,-1120,1287,398,-468,-1006,341,487,-1547,8136,4258,1093,719,-72,-178,98,527,1517,2464,986,24,750,998,48,1609,-454,2958,2103,-1942,1066,981,1219,5582,4347,2575,-309,60,1676,385,-5399,839,480,5225,1096,1362,3372,573
Arkansas,2016,1562,38,-369,0,-256,2651,-774,0,69,-2785,295,86,-341,1306,-973,800,-547,600,2059,178,-30,-86,122,-35,455,-1612,-304,843,660,0,113,-327,-165,-196,-105,-681,-1623,-532,167,-91,-511,-18,-2948,1501,-517,0,814,1434,-120,-858,101
California,2016,-3566,613,-30999,256,0,-4369,-1047,774,2411,-3066,-4285,1192,-13421,6376,103,1446,-1233,-2388,279,1198,4289,1231,3441,4665,-1143,543,-3901,-1785,-20826,-64,3749,3148,18251,-3385,867,-2125,-5279,-24885,709,781,291,-1596,-1838,-30836,-11920,-618,-3125,-23512,55,524,1088
Colorado,2016,151,297,1120,-2651,4369,0,2320,-106,704,3666,2791,1152,-1507,8112,1159,-235,-721,-985,832,-17,1257,-850,2165,-966,878,1286,-1187,-2507,1073,352,1367,780,5149,1774,1301,409,130,-152,1152,-358,-2,915,2343,-871,27,297,3879,-8525,-155,-886,-570
Connecticut,2016,536,331,-1287,774,1047,-2320,0,-1263,-792,-10656,-4948,180,-49,436,-396,102,329,-286,138,-723,1009,-2710,-298,373,-101,-197,-69,-1269,-465,-1685,612,-305,5821,-5774,30,-216,-346,-1065,-3202,-997,-1887,0,-1648,845,-1024,55,-2838,-678,-345,-107,0
Delaware,2016,148,1,-398,0,-774,106,1263,0,-165,-2435,-1001,14,30,748,-375,0,0,36,0,90,1311,201,-275,-65,105,-421,94,-46,-70,0,3847,-308,1149,-617,0,-180,-185,-159,4971,-23,66,23,-151,-1497,-184,83,-361,-96,158,0,0
District of Columbia ,2016,43,77,468,-69,-2411,-704,792,165,0,965,-368,-355,0,1335,893,204,-94,233,143,-44,-6976,576,280,303,42,300,17,120,356,85,758,-104,1720,-370,83,-125,-132,-481,560,91,-1170,0,157,589,-241,-62,1155,-330,-194,27,0
Florida,2016,-5278,752,1006,2785,3066,-3666,10656,2435,-965,0,-5268,-787,-471,10298,3376,4881,-552,-667,1778,-108,6761,8587,5228,3779,2575,5775,-37,-494,-724,3164,23567,680,36957,-3508,897,14568,-31,-1914,17320,2116,2533,-223,3721,8,824,751,10046,-2941,1987,6056,267
Georgia,2016,-4732,-921,-341,-295,4285,-2791,4948,1001,368,5268,0,-1719,477,891,-2631,1257,-400,-796,3671,567,-342,3210,-1346,698,3646,-127,-96,-295,-1574,-597,2216,294,19592,-7132,240,7332,-610,1306,3164,9,-5035,208,3794,3820,-618,716,5278,466,-812,565,21
Hawaii,2016,-513,111,-487,-86,-1192,-1152,-180,-14,355,787,1719,0,-1019,1674,-496,20,461,162,13,-579,-497,30,-31,71,-341,-304,264,35,-4576,-360,172,412,120,1030,-16,-169,-385,-2419,248,323,1670,0,185,855,-927,42,-1515,-142,20,-269,0
Idaho,2016,-212,1277,1547,341,13421,1507,49,-30,0,471,-477,1019,0,33,-59,-86,36,188,-85,187,173,327,-2059,19,-908,-145,-319,-377,2287,-79,284,1126,98,849,195,350,-417,-1740,433,0,46,34,-159,-62,-2115,0,253,-2316,74,-1151,1956
Illinois,2016,-1685,-137,-8136,-1306,-6376,-8112,-436,-748,-1335,-10298,-891,-1674,-33,0,-14680,-5407,138,-2603,-1337,-268,947,-2576,-5642,-6187,-1775,-9655,-641,-1201,-1487,597,1100,-143,-1383,-4189,-259,-5203,-2275,-1220,-1532,-263,-3558,-310,-2809,-8558,-229,732,103,-3794,526,-15728,121
Indiana,2016,-312,369,-4258,973,-103,-1159,396,375,-893,-3376,2631,496,59,14680,0,-380,785,-1012,314,598,1053,-356,-1825,220,754,-259,-284,-273,-355,378,3776,321,121,285,366,1725,-442,334,606,0,-1186,-844,-3757,-681,-1095,116,912,-93,-187,-1021,-119
Iowa,2016,-276,520,-1093,-800,-1446,235,-102,0,-204,-4881,-1257,-20,86,5407,380,0,-596,546,-742,-63,212,-208,331,2304,431,710,187,949,-35,-160,918,307,432,1275,859,872,-529,-199,-226,-282,-27,-1695,610,-3163,123,55,434,878,139,465,-397
Kansas,2016,-382,-1540,-719,547,1233,721,-329,0,94,552,400,-461,-36,-138,-785,596,0,-978,-1095,-41,17,216,-517,-1103,48,2765,443,-572,-480,-317,340,109,2328,-620,192,-887,-441,-1178,-689,384,-789,-539,157,-568,335,71,1041,-683,-205,-276,-212
Kentucky,2016,682,-342,72,-600,2388,985,286,-36,-233,667,796,-162,-188,2603,1012,-546,978,0,1082,-18,386,-159,654,456,87,-516,-13,-79,-573,679,434,-237,1716,148,196,2474,-731,-712,597,-41,63,266,-430,-1505,-268,-66,-1814,-1729,1275,321,-437
Louisiana,2016,4150,86,178,-2059,-279,-832,-138,0,-143,-1778,-3671,-13,85,1337,-314,742,1095,-1082,0,-83,-158,134,383,-73,2431,-1868,321,19,-602,-29,-15,-311,-213,2003,-249,-644,323,-162,452,170,-503,-9,180,-6073,-598,122,252,407,229,-31,12
Maine,2016,320,-140,-98,-178,-1198,17,723,-90,44,108,-567,579,-187,268,-598,63,41,18,83,0,51,4439,-188,109,0,942,15,-22,-493,2296,1405,-193,300,-282,429,-273,61,-231,216,941,-434,0,-2338,-934,526,-327,44,641,-490,265,-66
Maryland,2016,-662,53,-527,30,-4289,-1257,-1009,-1311,6976,-6761,342,497,-173,-947,-1053,-212,-17,-386,158,-51,0,-277,58,-69,727,-729,-685,-242,254,-586,2243,-130,3290,-1826,62,1684,-187,-1156,-6285,305,-5249,172,1494,-1883,-425,-193,-4468,-557,-2356,149,-7
Massachusetts,2016,351,71,-1517,86,-1231,850,2710,-201,-576,-8587,-3210,-30,-327,2576,356,208,-216,159,-134,-4439,277,0,-975,-580,-8,571,-77,455,-36,-10484,2522,317,3999,-1455,-62,-203,975,-118,-1164,699,-1307,-134,-1350,-2190,134,-505,-1276,-3252,271,426,166
Michigan,2016,92,152,-2464,-122,-3441,-2165,298,275,-280,-5228,1346,31,2059,5642,1825,-331,517,-654,-383,188,-58,975,0,421,1587,-1154,922,303,-530,-25,850,-1305,3076,-970,-249,3115,-593,-250,861,-249,-1077,-65,1200,448,-622,365,-2733,-2623,-137,-375,1055
Minnesota,2016,-7,98,-986,35,-4665,966,-373,65,-303,-3779,-698,-71,-19,6187,-220,-2304,1103,-456,73,-109,69,580,-421,0,56,428,-1548,317,-759,-72,-91,-556,317,-475,-939,-223,1014,336,-377,-141,-218,136,-1091,-1946,1017,33,-123,-1487,331,647,373
Mississippi,2016,-2477,-92,-24,-455,1143,-878,101,-105,-42,-2575,-3646,341,908,1775,-754,-431,-48,-87,-2431,0,-727,8,-1587,-56,0,-1954,-330,266,327,-286,-68,155,-232,976,-398,599,-100,382,338,-123,369,-125,1278,-4779,-138,0,339,1300,108,1365,0
Missouri,2016,-463,1007,-750,1612,-543,-1286,197,421,-300,-5775,127,304,145,9655,259,-710,-2765,516,1868,-942,729,-571,1154,-428,1954,0,-158,571,43,-222,-780,-655,-399,-2761,252,1127,-1032,540,1690,30,1322,338,739,-2458,-831,16,132,-411,391,209,524
Montana,2016,2,-224,-998,304,3901,1187,69,-94,-17,37,96,-264,319,641,284,-187,-443,13,-321,-15,685,77,-922,1548,330,158,0,-49,315,-11,-479,524,10,211,71,-443,438,-1191,257,-84,73,-308,-524,203,-294,114,-106,425,71,780,127
Nebraska,2016,194,549,-48,-843,1785,2507,1269,46,-120,494,295,-35,377,1201,273,-949,572,79,-19,22,242,-455,-303,-317,-266,-571,49,0,97,165,562,386,404,302,-246,-113,606,-330,-580,792,412,-186,54,-3499,541,0,-1015,-616,45,-246,429
Nevada,2016,140,28,-1609,-660,20826,-1073,465,70,-356,724,1574,4576,-2287,1487,355,35,480,573,602,493,-254,36,530,759,-327,-43,-315,-97,0,-177,2102,87,4307,-843,150,-1058,-406,-725,213,121,1130,679,915,-3156,-1921,37,-998,1088,-279,-237,1575
New Hampshire,2016,174,708,454,0,64,-352,1685,0,-85,-3164,597,360,79,-597,-378,160,317,-679,29,-2296,586,10484,25,72,286,222,11,-165,177,0,284,-629,1825,-435,-385,-652,-326,0,540,9,-1143,0,-245,-15,613,-496,55,-774,162,-333,0
New Jersey,2016,-764,29,-2958,-113,-3749,-1367,-612,-3847,-758,-23567,-2216,-172,-284,-1100,-3776,-918,-340,-434,15,-1405,-2243,-2522,-850,91,68,780,479,-562,-2102,-284,0,-256,14811,-8270,-313,-2354,-139,-786,-16552,-502,-2144,318,-51,-3169,-598,-1033,-2374,-2753,-131,-191,-503
New Mexico,2016,-94,551,-2103,327,-3148,-780,305,308,104,-680,-294,-412,-1126,143,-321,-307,-109,237,311,193,130,-317,1305,556,-155,655,-524,-386,-87,629,256,0,973,525,-144,318,11,-1579,1073,3,446,-379,1564,4114,-246,-60,-1266,-389,72,-378,-601
New York,2016,-2645,-489,1942,165,-18251,-5149,-5821,-1149,-1720,-36957,-19592,-120,-98,1383,-121,-432,-2328,-1716,213,-300,-3290,-3999,-3076,-317,232,399,-10,-404,-4307,-1825,-14811,-973,0,-20231,173,-2870,-655,-393,-17275,-1625,-5514,70,-1244,-8841,-1443,709,-4066,-2154,183,1303,26
North Carolina,2016,-2928,1345,-1066,196,3385,-1774,5774,617,370,3508,7132,-1030,-849,4189,-285,-1275,620,-148,-2003,282,1826,1455,970,475,-976,2761,-211,-302,843,435,8270,-525,20231,0,506,843,1088,-879,4255,85,1641,643,2300,-482,-650,277,13043,-2499,1303,1448,99
North Dakota,2016,193,93,-981,105,-867,-1301,-30,0,-83,-897,-240,16,-195,259,-366,-859,-192,-196,249,-429,-62,62,249,939,398,-252,-71,246,-150,385,313,144,-173,-506,0,-118,127,-55,-78,-113,-595,519,116,-648,-1228,-41,171,-1312,10,-58,-501
Ohio,2016,407,69,-1219,681,2125,-409,216,180,125,-14568,-7332,169,-350,5203,-1725,-872,887,-2474,644,273,-1684,203,-3115,223,-599,-1127,443,113,1058,652,2354,-318,2870,-843,118,0,928,62,3725,349,-4147,-571,595,-651,789,317,-1845,589,1445,-469,-139
Oklahoma,2016,-993,-478,-5582,1623,5279,-130,346,185,132,31,610,385,417,2275,442,529,441,731,-323,-61,187,-975,593,-1014,100,1032,-438,-606,406,326,139,-11,655,-1088,-127,-928,0,-1550,275,-58,-84,171,-177,-2472,-411,61,-2381,-383,162,-575,-373
Oregon,2016,-331,-752,-4347,532,24885,152,1065,159,481,1914,-1306,2419,1740,1220,-334,199,1178,712,162,231,1156,118,250,-336,-382,-540,1191,330,725,0,786,1579,393,879,55,-62,1550,0,-553,66,-132,372,521,1673,456,-237,1237,-8177,140,-826,-46
Pennsylvania,2016,970,246,-2575,-167,-709,-1152,3202,-4971,-560,-17320,-3164,-248,-433,1532,-606,226,689,-597,-452,-216,6285,1164,-861,377,-338,-1690,-257,580,-213,-540,16552,-1073,17275,-4255,78,-3725,-275,553,0,304,-6283,15,23,728,22,-845,-1337,2216,-2247,812,-2472
Rhode Island,2016,53,0,309,91,-781,358,997,23,-91,-2116,-9,-323,0,263,0,282,-384,41,-170,-941,-305,-699,249,141,123,-30,84,-792,-121,-9,502,-3,1625,-85,113,-349,58,-66,-304,0,-360,-327,581,-282,60,75,-556,26,0,244,-1
South Carolina,2016,-129,130,-60,511,-291,2,1887,-66,1170,-2533,5035,-1670,-46,3558,1186,27,789,-63,503,434,5249,1307,1077,218,-369,-1322,-73,-412,-1130,1143,2144,-446,5514,-1641,595,4147,84,132,6283,360,0,590,1536,-596,-342,-38,-273,569,1968,725,171
South Dakota,2016,-52,-24,-1676,18,1596,-915,0,-23,0,223,-208,0,-34,310,844,1695,539,-266,9,0,-172,134,65,-136,125,-338,308,186,-679,0,-318,379,-70,-643,-519,571,-171,-372,-15,327,-590,0,-60,1086,-133,-619,578,-180,7,154,1194
Tennessee,2016,-2277,898,-385,2948,1838,-2343,1648,151,-157,-3721,-3794,-185,159,2809,3757,-610,-157,430,-180,2338,-1494,1350,-1200,1091,-1278,-739,524,-54,-915,245,51,-1564,1244,-2300,-116,-595,177,-521,-23,-581,-1536,60,0,-3738,-783,303,-810,-1485,-654,213,15
Texas,2016,-774,582,5399,-1501,30836,871,-845,1497,-589,-8,-3820,-855,62,8558,681,3163,568,1505,6073,934,1883,2190,-448,1946,4779,2458,-203,3499,3156,15,3169,-4114,8841,482,648,651,2472,-1673,-728,282,596,-1086,3738,0,1615,245,3787,-1670,-430,401,-1182
Utah,2016,-400,1625,-839,517,11920,-27,1024,184,241,-824,618,927,2115,229,1095,-123,-335,268,598,-526,425,-134,622,-1017,138,831,294,-541,1921,-613,598,246,1443,650,1228,-789,411,-456,-22,-60,342,133,783,-1615,0,144,-115,-330,-128,-839,-557
Vermont,2016,0,-86,-480,0,618,-297,-55,-83,62,-751,-716,-42,0,-732,-116,-55,-71,66,-122,327,193,505,-365,-33,0,-16,-114,0,-37,496,1033,60,-709,-277,41,-317,-61,237,845,-75,38,619,-303,-245,-144,0,-630,-578,23,-84,0
Virginia,2016,-1111,1162,-5225,-814,3125,-3879,2838,361,-1155,-10046,-5278,1515,-253,-103,-912,-434,-1041,1814,-252,-44,4468,1276,2733,123,-339,-132,106,1015,998,-55,2374,1266,4066,-13043,-171,1845,2381,-1237,1337,556,273,-578,810,-3787,115,630,0,1091,504,-358,-42
Washington,2016,788,486,-1096,-1434,23512,8525,678,96,330,2941,-466,142,2316,3794,93,-878,683,1729,-407,-641,557,3252,2623,1487,-1300,411,-425,616,-1088,774,2753,389,2154,2499,1312,-589,383,8177,-2216,-26,-569,180,1485,1670,330,578,-1091,0,103,306,-560
West Virginia,2016,242,11,-1362,120,-55,155,345,-158,194,-1987,812,-20,-74,-526,187,-139,205,-1275,-229,490,2356,-271,137,-331,-108,-391,-71,-45,279,-162,131,-72,-183,-1303,-10,-1445,-162,-140,2247,0,-1968,-7,654,430,128,-23,-504,-103,0,-110,-169
Wisconsin,2016,92,478,-3372,858,-524,886,107,0,-27,-6056,-565,269,1151,15728,1021,-465,276,-321,31,-265,-149,-426,375,-647,-1365,-209,-780,246,237,333,191,378,-1303,-1448,58,469,575,826,-812,-244,-725,-154,-213,-401,839,84,358,-306,110,0,-267
Wyoming,2016,-274,233,-573,-101,-1088,570,0,0,0,-267,-21,0,-1956,-121,119,397,212,437,-12,66,7,-166,-1055,-373,0,-524,-127,-429,-1575,0,503,601,-26,-99,501,139,373,46,2472,1,-171,-1194,-15,1182,557,0,42,560,169,267,0
Alabama,2017,0,-518,176,-57,-1387,-1146,130,-484,-116,4782,7093,-751,60,717,1079,-190,370,-694,-522,-190,157,238,-1848,-71,1862,-1974,-54,-253,1798,136,934,237,354,-281,825,-785,-256,265,179,713,-237,-48,-1505,-1410,354,0,1936,-316,831,364,-160
Alaska,2017,518,0,-868,-38,950,-543,-540,0,0,-494,-564,0,-571,453,55,454,-498,-109,128,62,-636,-428,176,406,45,-1081,-545,83,-391,-151,-125,-1406,-292,-1056,-49,369,-631,-1576,-20,107,270,-177,127,-1378,-195,-203,-376,-3879,-121,2111,-146
Arizona,2017,-176,868,0,703,32326,6045,86,734,-187,2945,-940,985,2468,8936,2433,1077,1102,1375,1654,-128,-581,1352,703,4506,708,2375,2050,414,2139,388,3431,-674,1848,-1195,2161,1952,2925,3763,3066,40,-1166,1056,-328,-2082,450,-36,1006,2659,305,2195,777
Arkansas,2017,57,38,-703,0,1863,1191,-160,0,-105,-1503,-250,-48,317,-339,958,-517,796,880,-422,-12,1015,-110,136,174,1920,199,-781,208,-112,-107,184,156,-926,1002,40,-644,1019,223,2347,-175,255,-83,-460,1545,480,0,-97,465,0,357,-710
California,2017,1387,-950,-32326,-1863,0,-1976,3128,-89,3055,-6308,-1819,3933,-15746,11071,-4906,1538,-1309,-1035,-365,1000,2309,4029,664,1969,-1410,-4077,-2638,-1288,-23745,-1202,4938,-1585,9296,-8946,-1828,124,-2284,-29561,5146,-655,-484,-2196,-2466,-22175,-7095,-351,6653,-19341,226,4607,-949
Colorado,2017,1146,543,-6045,-1191,1976,0,1430,620,207,324,-269,1928,-839,5480,1062,778,782,1581,620,-401,1238,928,-340,148,85,-501,-1566,21,-4718,904,4067,1137,5456,2252,291,1935,1706,1174,2054,538,465,169,630,5189,-1208,-218,1455,-1798,-421,1405,881
Connecticut,2017,-130,540,-86,160,-3128,-1430,0,289,-735,-4660,-685,235,0,-1163,121,-150,-412,-572,309,-1063,-734,2864,-407,-772,-145,1176,0,154,-551,-2474,-1394,825,11202,-3870,187,-1307,301,224,-674,-1133,-2408,0,-1847,1335,-134,-446,-2054,-936,-41,-94,67
Delaware,2017,484,0,-734,0,89,-620,-289,0,-59,-2496,-818,96,-126,737,41,-95,0,-537,73,-111,4293,-1186,369,-86,-68,90,0,-11,-517,0,2463,44,2361,-859,-167,-326,295,19,2122,0,-320,0,-330,855,32,45,-597,-943,11,-105,-240
District of Columbia ,2017,116,0,187,105,-3055,-207,735,59,0,577,430,-203,161,1731,460,17,-5,234,361,-2,-11976,1250,363,-80,157,296,-47,-10,-121,-14,1928,68,837,-316,5,-139,-36,-23,-1515,296,-87,0,735,1551,-117,186,-2579,-1235,-287,-31,0
Florida,2017,-4782,494,-2945,1503,6308,-324,4660,2496,-577,0,-8235,-368,-474,18118,2806,-479,715,3444,1999,-99,11152,6713,4690,4102,-245,2190,-447,-1077,-1144,3401,18854,1782,35577,-10324,-553,7103,1890,-35,11413,-751,-4202,183,-7447,-2115,5019,1171,10368,-4135,-448,1697,248
Georgia,2017,-7093,564,940,250,1819,269,685,818,-430,8235,0,-1433,1381,7605,-905,-1396,2723,-428,2997,-1109,-2316,-860,-545,344,-3349,1190,-51,58,-892,250,4295,1388,4067,-4208,-26,3339,121,-590,718,-273,2583,-121,-1641,3787,-715,-42,2548,-2726,-229,1707,630
Hawaii,2017,751,0,-985,48,-3933,-1928,-235,-96,203,368,1433,0,-299,602,-97,513,218,-222,-307,0,-2538,381,165,-319,-771,-873,-20,-8,-2706,-307,-228,275,-936,-64,-230,768,-129,-1568,-421,-54,964,-486,161,-2298,-570,-83,-2291,-2018,0,-66,96
Idaho,2017,-60,571,-2468,-317,15746,839,0,126,-161,474,-1381,299,0,-313,130,-1005,-54,238,281,90,-42,-732,414,139,261,442,-260,-161,-1061,0,-251,-38,-490,1197,1042,-253,-111,-578,140,-34,-263,96,187,1149,484,0,505,-1082,-119,182,1147
Illinois,2017,-717,-453,-8936,339,-11071,-5480,1163,-737,-1731,-18118,-7605,-602,313,0,-12528,-4160,-1628,-2348,-776,21,66,697,-3120,-2011,-202,-6620,-652,675,-172,-658,1181,-665,-502,-2090,274,-2940,-1273,-3148,-1957,59,-2070,509,-7290,-14572,-650,-1266,-2388,-4002,-64,-14689,251
Indiana,2017,-1079,-55,-2433,-958,4906,-1062,-121,-41,-460,-2806,905,97,-130,12528,0,435,157,1106,896,-99,-794,-177,-794,-1105,-1317,-800,-125,347,57,-242,1952,282,-1106,-1099,4,933,392,-82,-2326,-247,-1978,372,377,1033,411,512,302,1611,552,1483,-18
Iowa,2017,190,-454,-1077,517,-1538,-778,150,95,-17,479,1396,-513,1005,4160,-435,0,776,-91,-145,54,196,-44,-1339,964,-107,-1168,186,-2186,534,-21,183,-346,-1744,849,-320,-696,-823,158,826,92,257,206,818,-2771,408,147,-761,538,368,-7,-457
Kansas,2017,-370,498,-1102,-796,1309,-782,412,0,5,-715,-2723,-218,54,1628,-157,-776,0,-900,-1,24,172,-275,-1087,10,260,-488,71,602,540,338,-842,359,815,-425,-6,-125,-1651,-965,225,0,-826,397,-1008,-1835,614,-61,-1742,-1448,-405,-126,16
Kentucky,2017,694,109,-1375,-880,1035,-1581,572,537,-234,-3444,428,222,-238,2348,-1106,91,900,0,762,-41,514,-375,-2355,217,-319,56,101,78,-324,247,418,1215,899,1697,106,4058,-18,239,-593,154,-971,73,-1496,116,-1068,85,-312,1034,1236,718,266
